Language	Model	Type	UAS	Pars	LAS	ParsU
Serbian	6540054	manual_output_funchead_RANDOM	0.649291784703	1.7393276596069336	0.569178470255	1.2523087804378261
Portuguese	6231403	manual_output_funchead_RANDOM	0.806734601086	0.9056755460779012	0.7688892455	0.6941871795413831
Norwegian	1583012	manual_output_funchead_RANDOM	0.794695872268	1.0222222840378434	0.764084114679	0.729840914772816
Indonesian	1550386	manual_output_funchead_RANDOM	0.561953969	2.050071291209051	0.501080319399	1.4831346556859264
Ancient_Greek	6207048	manual_output_funchead_RANDOM	0.684651023763	1.52560981080691	0.615603048872	1.0910722213125679
Ancient_Greek	6909776	manual_output_funchead_RANDOM	0.703392616948	1.4812988511740297	0.62454042744	1.0116760387671508
Latin	1101535	manual_output_funchead_RANDOM	0.71330943687	1.525196389998668	0.631402633078	0.9671939590029899
Hebrew	9010571	manual_output_funchead_RANDOM	0.781755081805	1.2501833842187218	0.718096182449	0.8450917212633313
Basque	1798476	manual_output_funchead_RANDOM	0.641646610509	1.7762031733894081	0.561070998797	1.1709922043747851
Gothic	4165603	manual_output_funchead_RANDOM	0.70209610441	1.5617130615269452	0.643859996045	1.1073490191005733
Catalan	650252	manual_output_funchead_RANDOM	0.773981474213	0.9690143098022849	0.741306224978	0.7569851086487602
Italian	8560492	manual_output_funchead_RANDOM	0.737707535121	1.2609167814908153	0.69641336739	0.933041564990176
Latvian	6872334	manual_output_funchead_RANDOM	0.537079900009	2.4136719720671103	0.436903990371	1.5858323749331742
Arabic	8932075	manual_output_funchead_RANDOM	0.719633168894	1.3055587014247125	0.678070391336	1.0056736705712654
Gothic	3566582	manual_output_funchead_RANDOM	0.677674510579	1.6362295227840953	0.617164326676	1.1592002254431018
Ancient_Greek	3647766	manual_output_funchead_RANDOM	0.720938574204	1.3666069253323734	0.659722014647	0.9655741136088497
Marathi	6035819	manual_output_funchead_RANDOM	0.461988304094	3.3426847346344886	0.312865497076	1.9512369953400908
Persian	2599790	manual_output_funchead_RANDOM	0.715588723051	1.287604309630829	0.666735765616	1.0026732548585315
Polish	4813059	manual_output_funchead_RANDOM	0.640837696335	1.5714416700161218	0.562070971495	1.1234880161708423
Telugu	240743	manual_output_funchead_RANDOM	0.728323699422	1.69672308721524	0.630057803468	0.9973136891749094
Galician	880883	manual_output_funchead_RANDOM	0.615194530628	1.875393417481781	0.564125092666	1.3684961780947047
Afrikaans	986758	manual_output_funchead_RANDOM	0.671797004992	1.5364225550915755	0.638727121464	1.1926283526936308
Irish	2500188	manual_output_funchead_RANDOM	0.338079782222	3.862162923029038	0.251387289289	2.6317311960818843
Estonian	9496546	manual_output_funchead_RANDOM	0.600757836721	1.8879658009513454	0.519807096107	1.2865537330551007
Portuguese	2593069	manual_output_funchead_RANDOM	0.792612800556	0.9222547641671279	0.758431624275	0.7054153237461058
Serbian	6275325	manual_output_funchead_RANDOM	0.635127478754	1.7261358455085214	0.581529745042	1.280546918577243
Latvian	4071286	manual_output_funchead_RANDOM	0.562170169429	2.2290987931471293	0.465975372651	1.454548048593415
Polish	7814312	manual_output_funchead_RANDOM	0.628388598022	1.4889061261638088	0.594531704479	1.1531782934317554
Chinese	9941860	manual_output_funchead_RANDOM	0.582920110193	2.0062709787988795	0.505968778696	1.4082572400186781
Belarusian	9855562	manual_output_funchead_RANDOM	0.301412872841	3.6821441859989377	0.240973312402	2.4317355268229868
Swedish	8596854	manual_output_funchead_RANDOM	0.68502735021	1.5348916995597646	0.635330534707	1.1541001801474002
German	3332467	manual_output_funchead_RANDOM	0.786333550853	1.0838739830360526	0.731332152512	0.739706658956955
Afrikaans	5858407	manual_output_funchead_RANDOM	0.744176372712	1.4311975983534002	0.691555740433	1.040039883278769
Bulgarian	9053822	manual_output_funchead_RANDOM	0.715711083797	1.2269778661739628	0.675222326658	0.9479194521929849
Bulgarian	6159828	manual_output_funchead_RANDOM	0.690767117345	1.3146867228988521	0.647458607476	1.0228608091468279
Indonesian	4347028	manual_output_funchead_RANDOM	0.620197275716	1.946691856971085	0.52907468295	1.353272235063165
Hindi	8238226	manual_output_funchead_RANDOM	0.839630971592	0.7214600255786765	0.810035624029	0.5631151191500731
Persian	1804651	manual_output_funchead_RANDOM	0.747443338861	1.2361625485027476	0.708195135434	0.9644490683717976
Persian	1308028	manual_output_funchead_RANDOM	0.675995024876	1.3865942269678997	0.642551133223	1.1173542852870268
Norwegian	5688226	manual_output_funchead_RANDOM	0.78079880291	1.0341931938900661	0.747942501472	0.7374231693598905
Arabic	5432375	manual_output_funchead_RANDOM	0.645721195518	1.5510758747908977	0.608085693801	1.2231562777182154
Romanian	4865017	manual_output_funchead_RANDOM	0.660878928595	1.53626414753802	0.615317316105	1.1511120339230658
Latin	222926	manual_output_funchead_RANDOM	0.686744162675	1.6063118054556818	0.605808850625	1.0436582557909702
Croatian	7402429	manual_output_funchead_RANDOM	0.615973995821	1.7317624847896882	0.552898382478	1.2824542277203044
Basque	5133517	manual_output_funchead_RANDOM	0.650270758123	1.7372292761720427	0.554953870838	1.124661935473177
Serbian	8246536	manual_output_funchead_RANDOM	0.616430594901	1.716262136464754	0.569518413598	1.3299704786738322
Vietnamese	557265	manual_output_funchead_RANDOM	0.487478454831	2.5516477205999166	0.398965831897	1.7229005795130439
Galician	6975120	manual_output_funchead_RANDOM	0.600422832981	1.9481932370516906	0.552703110843	1.4499144634001633
Swedish	8005853	manual_output_funchead_RANDOM	0.677691557478	1.4823657006792392	0.633210363397	1.1162611074091364
Swedish	2352668	manual_output_funchead_RANDOM	0.690073357927	1.4737756288330128	0.648433193402	1.1232404469614725
Irish	988178492	manual_output_funchead_RANDOM	0.338707988692	3.906342738561637	0.267825358601	2.666688881573434
Hebrew	378197	manual_output_funchead_RANDOM	0.6825979177	1.4669523072940143	0.625285076847	1.0634859611802487
Ukrainian	8433366	manual_output_funchead_RANDOM	0.496183206107	2.31826545090507	0.433563931298	1.668560125815277
German	1517665	manual_output_funchead_RANDOM	0.757807401883	1.1776010268908284	0.709145147758	0.8098864252973805
Irish	31142791	manual_output_funchead_RANDOM	0.354308449377	3.8418621775767225	0.276829651345	2.595527093256472
Gothic	7700882	manual_output_funchead_RANDOM	0.696855843385	1.537260446973721	0.629918924263	1.0577321067402339
Hungarian	6423369	manual_output_funchead_RANDOM	0.450235541746	2.5848021970383566	0.393104139521	1.845179721350133
Irish	620020926	manual_output_funchead_RANDOM	0.344571249084	3.9066689021673993	0.268453565072	2.688797504511719
Afrikaans	5099457	manual_output_funchead_RANDOM	0.702371048253	1.4613189452301445	0.654950083195	1.0787639739410255
English	37277	manual_output_funchead_RANDOM	0.739644970414	1.2276138319449126	0.684772164062	0.8612378451863738
Arabic	9293143	manual_output_funchead_RANDOM	0.644394268531	1.5426101858412475	0.605528149044	1.2199978172810337
French	7646094	manual_output_funchead_RANDOM	0.835307874178	0.7468471278748199	0.809249074836	0.5681891343119787
Czech	4085254	manual_output_funchead_RANDOM	0.800628480947	0.9125732213395575	0.753486296303	0.6472415606293063
Belarusian	3886159	manual_output_funchead_RANDOM	0.385400313972	3.574968553599982	0.260596546311	2.275736726434489
Urdu	7516619	manual_output_funchead_RANDOM	0.725785528971	1.2387229756753635	0.686148746036	0.9664402839841263
Old_Church_Slavonic	8517884	manual_output_funchead_RANDOM	0.68099009901	1.5506427571443049	0.619702970297	1.0866481464334055
Hungarian	225670	manual_output_funchead_RANDOM	0.4431191741	2.8548229131883094	0.37897163476	2.058832606368855
Belarusian	3533155	manual_output_funchead_RANDOM	0.333594976452	3.846888861064821	0.244113029827	2.5399757606829727
Czech	1596625	manual_output_funchead_RANDOM	0.793542786225	0.9194493393982398	0.747030305253	0.6702331194695228
Japanese	8416264	manual_output_funchead_RANDOM	0.732148005766	1.0689996733566938	0.712830370014	0.9182646185088077
Norwegian	1459695	manual_output_funchead_RANDOM	0.811028510482	0.9850543004496111	0.768366258616	0.6615506392324261
Arabic	1640369	manual_output_funchead_RANDOM	0.694218236685	1.4533454500095149	0.639610910764	1.0774139759615797
Japanese	9439753	manual_output_funchead_RANDOM	0.821239788563	0.7724215621847421	0.797597308986	0.6305802699409386
Hebrew	1441211	manual_output_funchead_RANDOM	0.717203767972	1.4021823494872896	0.659990084284	1.019952799485471
Persian	5423613	manual_output_funchead_RANDOM	0.722360420122	1.231788211794042	0.692924267551	0.9871412764569552
Swedish	5928472	manual_output_funchead_RANDOM	0.681592672688	1.4684849106890905	0.631471822923	1.0868424773898657
Portuguese	6141669	manual_output_funchead_RANDOM	0.808259113643	0.8565149656590725	0.781700500147	0.6792362063773232
Portuguese	6141669	manual_output_funchead_RANDOM	0.807403246944	0.8598832316949121	0.780389954265	0.6763719634868012
Latvian	2611045	manual_output_funchead_RANDOM	0.579668549208	2.315079116785971	0.455328210351	1.4605613023735242
Croatian	4844745	manual_output_funchead_RANDOM	0.617057503289	1.6601659286207628	0.575265072363	1.2773065309241851
Tamil	5382477	manual_output_funchead_RANDOM	0.305903398927	3.8037833041496483	0.191413237925	2.293809745733981
Hebrew	3140882	manual_output_funchead_RANDOM	0.688051561725	1.4963795422443849	0.63599405057	1.1080449577363694
Bulgarian	7768185	manual_output_funchead_RANDOM	0.776082712747	1.127119197054925	0.711300701323	0.780643414713264
Russian	2273815	manual_output_funchead_RANDOM	0.712204007286	1.3417281417221931	0.657929189435	0.9648117136603768
Korean	3175764	manual_output_funchead_RANDOM	0.533406486223	2.265733794987536	0.428432089734	1.4127905848650664
Old_Church_Slavonic	7654374	manual_output_funchead_RANDOM	0.693267326733	1.5350629652608738	0.633366336634	1.0560299207196377
Belarusian	9094537	manual_output_funchead_RANDOM	0.450549450549	3.4574749106702103	0.330455259027	2.182900535068482
Russian	9145333	manual_output_funchead_RANDOM	0.753984517304	1.281983142281002	0.673165224651	0.8444813898203043
Catalan	3700798	manual_output_funchead_RANDOM	0.806813721642	0.9377801999261404	0.765483946935	0.6996994982422011
Ancient_Greek	6773295	manual_output_funchead_RANDOM	0.701240472276	1.4266400002164703	0.629442534748	0.9782221063532791
Irish	4090400	manual_output_funchead_RANDOM	0.340069102712	3.8300804792305723	0.267406554288	2.594198953492543
Galician	8284063	manual_output_funchead_RANDOM	0.660168584059	1.8796499507149198	0.591087559375	1.2915028469464533
Hindi	720142	manual_output_funchead_RANDOM	0.847151600037	0.6829249233808681	0.815181317176	0.5138466314048014
Dutch	1992455	manual_output_funchead_RANDOM	0.775209205021	1.064797862559931	0.732008368201	0.7776851195358832
Hebrew	8334981	manual_output_funchead_RANDOM	0.71135349529	1.3837027888990714	0.649479424888	0.9916804598059817
Hebrew	7848309	manual_output_funchead_RANDOM	0.725433812593	1.414055479311624	0.665245413981	1.0167618565708325
Irish	9310317	manual_output_funchead_RANDOM	0.314731441734	3.9379762352580063	0.241859491153	2.634064481266131
German	6258009	manual_output_funchead_RANDOM	0.739069637364	1.2232409843896634	0.69227183742	0.8697010820350032
English	5953198	manual_output_funchead_RANDOM	0.76349061852	1.160935973977757	0.719592373439	0.8343778257899512
Gothic	1847471	manual_output_funchead_RANDOM	0.662151473205	1.5956156269372959	0.607573660273	1.129142188285683
Japanese	1309780	manual_output_funchead_RANDOM	0.745891398366	1.0057410708532375	0.726862085536	0.8579028405116648
Marathi	18465	manual_output_funchead_RANDOM	0.409356725146	3.227150286847388	0.280701754386	1.923418588805617
Danish	9047500	manual_output_funchead_RANDOM	0.658215123422	1.5810364378400052	0.615659555456	1.214295711994544
Marathi	8997772	manual_output_funchead_RANDOM	0.438596491228	3.3228243108381306	0.321637426901	1.9184255934598153
Turkish	2600993	manual_output_funchead_RANDOM	0.49450012222	2.6593074584992173	0.352603275483	1.6989640338267595
English	2847244	manual_output_funchead_RANDOM	0.751049410813	1.2271049947340862	0.704824761038	0.87494713776554
English	4147103	manual_output_funchead_RANDOM	0.735801345269	1.209669010230914	0.696201891468	0.8840370993012393
Ukrainian	5274698	manual_output_funchead_RANDOM	0.460400763359	2.415162983021649	0.393845419847	1.710389020012066
Dutch	3751254	manual_output_funchead_RANDOM	0.766108786611	1.0980314748229216	0.726359832636	0.8159410308298332
Vietnamese	2776899	manual_output_funchead_RANDOM	0.517489607624	2.5085751014174957	0.399675555105	1.588284460270029
Coptic	309560	manual_output_funchead_RANDOM	0.668197474168	1.7635966464107264	0.601607347876	1.266505821153573
Slovak	8224848	manual_output_funchead_RANDOM	0.523720056364	2.126676582651779	0.463879755754	1.5280730698353924
Polish	1587273	manual_output_funchead_RANDOM	0.650261780105	1.5014194897124074	0.593600930774	1.0983287921820082
Hindi	8898506	manual_output_funchead_RANDOM	0.840666199799	0.7135145200052742	0.817221325701	0.5667558594895233
Finnish	4777088	manual_output_funchead_RANDOM	0.632514035328	1.7120603542898871	0.550492948104	1.1661002804198348
German	9353584	manual_output_funchead_RANDOM	0.780180852056	1.1741686198255095	0.729374475622	0.8295210735116877
Spanish	3866756	manual_output_funchead_RANDOM	0.792603729722	0.9675190317224558	0.750682266134	0.7155390132220765
French	7371714	manual_output_funchead_RANDOM	0.833804481908	0.7543070627013405	0.811343544408	0.5765286559749496
Romanian	5631856	manual_output_funchead_RANDOM	0.662965206272	1.5182046790135502	0.616999798102	1.125168097228588
Norwegian	2576966	manual_output_funchead_RANDOM	0.760390964517	1.08847388796243	0.731593944507	0.8006723076200001
Latin	5701465	manual_output_funchead_RANDOM	0.760778533382	1.4678263012310444	0.642993534555	0.8109938628405751
Gothic	3236267	manual_output_funchead_RANDOM	0.699426537473	1.5848664681101023	0.633972711094	1.1083556541416846
Latvian	4861625	manual_output_funchead_RANDOM	0.51698916767	2.4198293590444115	0.436070734191	1.6402913539589097
Dutch	2695885	manual_output_funchead_RANDOM	0.746966527197	1.1368755678751479	0.699843096234	0.8331582951963447
Serbian	2854903	manual_output_funchead_RANDOM	0.636487252125	1.6916552864323258	0.576090651558	1.2557476519998005
Latvian	1764063	manual_output_funchead_RANDOM	0.51985927229	2.3923089242171343	0.430608277011	1.5924027233711604
Irish	188019440	manual_output_funchead_RANDOM	0.340906711339	3.831267351780171	0.255575332426	2.5495738098476837
Turkish	2788901	manual_output_funchead_RANDOM	0.439745783427	2.74817210887528	0.329870447323	1.8280832678465702
Old_Church_Slavonic	4450349	manual_output_funchead_RANDOM	0.699207920792	1.5465855314471935	0.631188118812	1.0495911382212497
Hindi	7568152	manual_output_funchead_RANDOM	0.849617879	0.6845400695736463	0.820692384983	0.5309561173053381
Serbian	7454441	manual_output_funchead_RANDOM	0.653597733711	1.6593019162359048	0.60566572238	1.2524674935111244
Croatian	2175574	manual_output_funchead_RANDOM	0.648943580218	1.557277240635819	0.607847689807	1.201668326805439
Greek	8160082	manual_output_funchead_RANDOM	0.702892386219	1.5064644805678202	0.650574223735	1.1322671009955736
Serbian	3865581	manual_output_funchead_RANDOM	0.657563739377	1.628434081199149	0.602152974504	1.233493746441417
Norwegian	1324451	manual_output_funchead_RANDOM	0.787214059441	1.044603163607995	0.755344720546	0.7356591792085868
Czech	1759611	manual_output_funchead_RANDOM	0.775953878791	0.9348644697538956	0.744701013028	0.702720941289444
Dutch	3566675	manual_output_funchead_RANDOM	0.804445606695	1.070726777809559	0.743305439331	0.7356152689403944
Galician	7890732	manual_output_funchead_RANDOM	0.617665632465	1.9157121689602865	0.568435792537	1.4050173656227123
Swedish	5305017	manual_output_funchead_RANDOM	0.670016537336	1.5550306695606428	0.620870966374	1.1821723010902645
Slovenian	3597197	manual_output_funchead_RANDOM	0.686497172544	1.644211934975419	0.614730357225	1.1396344716502553
Latvian	4009105	manual_output_funchead_RANDOM	0.51504490325	2.403705990382912	0.417553930192	1.5921942017308188
Ukrainian	9693144	manual_output_funchead_RANDOM	0.539599236641	2.3903851989400753	0.430701335878	1.6425599756700393
Telugu	5331743	manual_output_funchead_RANDOM	0.739884393064	1.676469117460453	0.605009633911	0.8357401863458299
Japanese	1634318	manual_output_funchead_RANDOM	0.80864968765	0.81385091329526	0.788659298414	0.6754842594573842
Persian	5693391	manual_output_funchead_RANDOM	0.762230514096	1.1589466297310185	0.720909342178	0.9002293499465671
Korean	6350508	manual_output_funchead_RANDOM	0.515819312363	2.3586656037146683	0.402859058766	1.459622989646896
Latin	3645397	manual_output_funchead_RANDOM	0.706977990687	1.574801337285272	0.619208736726	1.0031582478390544
Finnish	5818753	manual_output_funchead_RANDOM	0.671402163494	1.6289410737709005	0.570895522388	1.0391474912723793
Korean	6758647	manual_output_funchead_RANDOM	0.520025603511	2.3512909440580327	0.416940990002	1.5008248296039217
Urdu	8731676	manual_output_funchead_RANDOM	0.731695012972	1.2351419867098796	0.690544825598	0.9636194519365717
Dutch	6643281	manual_output_funchead_RANDOM	0.764016736402	1.080016500175498	0.727248953975	0.8083057678456586
Polish	4896339	manual_output_funchead_RANDOM	0.6907504363	1.4728881329419379	0.606050029087	1.028321877054311
French	2192373	manual_output_funchead_RANDOM	0.831864206414	0.7834313923686798	0.804828844572	0.5956851636346026
Czech	7435170	manual_output_funchead_RANDOM	0.774920675678	0.9289038162454487	0.751419890077	0.7202857925965737
Finnish	9774893	manual_output_funchead_RANDOM	0.637648911406	1.6528834002537547	0.553984663837	1.1058402121919941
Old_Church_Slavonic	2606498	manual_output_funchead_RANDOM	0.710891089109	1.4827812344012874	0.641782178218	0.9933939932596565
Serbian	9899786	manual_output_funchead_RANDOM	0.614504249292	1.79577120497274	0.565212464589	1.3739729372840428
Croatian	4489080	manual_output_funchead_RANDOM	0.627505611021	1.6894909662041961	0.572633697082	1.2571037992513288
Chinese	1371976	manual_output_funchead_RANDOM	0.572451790634	2.0935980095788906	0.494582185491	1.4732891293815564
Estonian	1377977	manual_output_funchead_RANDOM	0.607073142726	1.84586536819974	0.522562866001	1.2605881362876274
Irish	2656745	manual_output_funchead_RANDOM	0.340592608104	3.807388073411266	0.261438592818	2.509569760405347
Bulgarian	9826531	manual_output_funchead_RANDOM	0.705950401273	1.2786734753597602	0.65259200347	0.9878070728956907
English	2138590	manual_output_funchead_RANDOM	0.757826328832	1.1992573054866376	0.700702978809	0.8255794127717375
English	6285151	manual_output_funchead_RANDOM	0.74718049866	1.1910809135588336	0.709047691296	0.8782855725394499
German	4097333	manual_output_funchead_RANDOM	0.746434231379	1.1670797491069163	0.711196047357	0.8601931662209227
Arabic	3738591	manual_output_funchead_RANDOM	0.731051161596	1.289395182948175	0.686224571692	0.9730880006285602
Turkish	1421943	manual_output_funchead_RANDOM	0.414201906624	2.745085570477705	0.315937423613	1.7919043159607249
Croatian	6433428	manual_output_funchead_RANDOM	0.655289838248	1.6659590215581865	0.589660243015	1.191201691066192
Italian	6009863	manual_output_funchead_RANDOM	0.750106428267	1.1685217554808272	0.706311196254	0.8429859004638813
Gothic	8945601	manual_output_funchead_RANDOM	0.721771801463	1.5159897032358298	0.658097686375	1.030536336792253
Portuguese	4161536	manual_output_funchead_RANDOM	0.828158014389	0.8289229786122386	0.774479124876	0.5819240022398775
Danish	604444	manual_output_funchead_RANDOM	0.632413716073	1.6821873472161124	0.580587512566	1.2641906368390257
